"filename","sssp"
"_32_rmat_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.031667"
"_32_rmat_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.014502"
"_32_rmat_SSSP_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.010548"
"_32_rmat_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.015889"
"_32_rmat_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.022319"
"_32_rmat_SSSP_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Block_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.008738"
"_32_rmat_SSSP_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.051054"
"_32_rmat_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.051090"
"_32_rmat_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.030288"
"_32_rmat_SSSP_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.044639"
"_32_rmat_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.044615"
"_32_rmat_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.024919"
"_32_rmat_SSSP_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.022220"
"_32_rmat_SSSP_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.028947"
"_32_rmat_SSSP_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.019993"
"_32_rmat_SSSP_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.021553"
"_32_soc_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_ReadWrite.cpp
","0.002860"
"_32_soc_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.002866"
"_32_soc_SSSP_CPP_E_Data_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.001666"
"_32_soc_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.002846"
"_32_soc_SSSP_CPP_E_Data_IntType_Determ_NoFieldBug_Block_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.001691"
"_32_soc_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadWrite.cpp
","0.002896"
"_32_soc_SSSP_CPP_E_Topo_IntType_ReadWrite_Block_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.046690"
"_32_soc_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Block_Determ_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.025762"
"_32_soc_SSSP_CPP_E_Topo_IntType_ReadWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.022158"
"_32_soc_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_Determ_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.012296"
"_32_soc_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Block_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.046317"
"_32_soc_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.022315"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.044228"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.017373"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.024151"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.041318"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.036661"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.036806"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.045050"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.017194"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.039377"
"_32_soc_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.021973"
"_32_soc_SSSP_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.015524"
"_32_soc_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.021608"
"_32_soc_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.027731"
"_32_soc_SSSP_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Block_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.013346"
"_32_soc_SSSP_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.059321"
"_32_soc_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.059116"
"_32_soc_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.031874"
"_32_soc_SSSP_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.067757"
"_32_soc_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.068924"
"_32_soc_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.036943"
"_32_soc_SSSP_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.031830"
"_32_soc_SSSP_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.031355"
"_32_soc_SSSP_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.031397"
"_32_soc_SSSP_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.023636"
"_32_co_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_ReadWrite.cpp
","0.002370"
"_32_co_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.002006"
"_32_co_SSSP_CPP_E_Data_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.001127"
"_32_co_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.002090"
"_32_co_SSSP_CPP_E_Data_IntType_Determ_NoFieldBug_Block_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.001129"
"_32_co_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadWrite.cpp
","0.002150"
"_32_co_SSSP_CPP_E_Topo_IntType_ReadWrite_Block_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.063028"
"_32_co_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Block_Determ_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.035324"
"_32_co_SSSP_CPP_E_Topo_IntType_ReadWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.022907"
"_32_co_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_Determ_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.012534"
"_32_co_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Block_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.063951"
"_32_co_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.022828"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.080055"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.025239"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.041365"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.074135"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.068700"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.059329"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.090255"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.026443"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.071551"
"_32_co_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.039235"
"_32_co_SSSP_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.026778"
"_32_co_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.042569"
"_32_co_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.051454"
"_32_co_SSSP_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Block_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.023561"
"_32_co_SSSP_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.125451"
"_32_co_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.113261"
"_32_co_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.066484"
"_32_co_SSSP_CPP_V_Topo_Push_IntType_ReadWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.088470"
"_32_co_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.088580"
"_32_co_SSSP_CPP_V_Topo_Push_IntType_ReadModifyWrite_Determ_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.056134"
"_32_co_SSSP_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.043971"
"_32_co_SSSP_CPP_V_Topo_Pull_IntType_Determ_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.055064"
"_32_co_SSSP_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Cyclic_Atomic_NoRangeBug.cpp
","0.036342"
"_32_co_SSSP_CPP_V_Topo_Pull_IntType_NonDeterm_NoBoundsBug_Block_Atomic_NoRangeBug.cpp
","0.029145"
"_32_ny_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_ReadWrite.cpp
","0.000156"
"_32_ny_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.000126"
"_32_ny_SSSP_CPP_E_Data_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.000055"
"_32_ny_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.000127"
"_32_ny_SSSP_CPP_E_Data_IntType_Determ_NoFieldBug_Block_Atomic_NoRangeBug_ReadModifyWrite.cpp
","0.000054"
"_32_ny_SSSP_CPP_E_Data_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_ReadWrite.cpp
","0.000158"
"_32_ny_SSSP_CPP_E_Topo_IntType_ReadWrite_Block_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.000243"
"_32_ny_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Block_Determ_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.000172"
"_32_ny_SSSP_CPP_E_Topo_IntType_ReadWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.000519"
"_32_ny_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_Determ_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.000229"
"_32_ny_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Block_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.000236"
"_32_ny_SSSP_CPP_E_Topo_IntType_ReadModifyWrite_Cyclic_NonDeterm_NoBoundsBug_Atomic_NoRangeBug.cpp
","0.000501"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.000271"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.000120"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.000118"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.000242"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.000238"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Block_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.000247"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.000254"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.000115"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_NonDeterm_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_Dup.cpp
","0.000248"
"_32_ny_SSSP_CPP_V_Data_Push_IntType_ReadModifyWrite_Determ_NoFieldBug_Cyclic_Atomic_NoRangeBug_NoBoundsBug_NonDup.cpp
","0.000117"
"_32_ny_SSSP_CPP_V_Data_Pull_IntType_Determ_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.000122"
"_32_ny_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Block_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.000283"
"_32_ny_SSSP_CPP_V_Data_Pull_IntType_NonDeterm_NoFieldBug_Cyclic_Atomic_NoBoundsBug_NoRangeBug.cpp
","0.000309"
